ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
b͡d̤ʲ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,-,-,0,-,0,0
b͡dʲʰ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,-,-,0,-,0,0
p͡tʰˠ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,-,-,0,-,0,0
b͡dʰˠ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,-,-,0,-,0,0
b͡d̤ˠ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,-,-,0,-,0,0
p͡tʷʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
p͡tʰʷ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
p͡tʷˠʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
p͡tʲʷʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡dʷʰ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡dʰʷ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡dʷˠʰ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡d̤ʷ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡dʲʷʰ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,-,0,0
p͡tʷʰː,-,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,+,-,0,+,0,0
b͡dʷʰː,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,0,+,0,0
cˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0
kˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0
cʰˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0
kʰˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɡˤʰ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɟˤʰ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0
ɡʰˤ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɟʰˤ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0
ɡ̤ˤ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɟ̤ˤ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,-,-,-,0,-,0,0
cʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,-,0,-,+,+,-,+,-,0,-,0,0
kʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,-,0,-,+,+,+,+,-,0,-,0,0
qʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ɡʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ɟʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,-,+,-,0,-,0,0
ɢʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ʈʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,+,+,-,+,-,0,-,0,0
ɖʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,-,+,-,0,-,0,0
ǂˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,0,-,0,0
ǂʰˤ,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,0,-,0,0
ǂʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,+,0,-,0,0
ǃˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,+,+,-,-,+,0,-,0,0
ǃʰˤ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,+,+,-,-,+,0,-,0,0
ǃʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,+,+,-,+,+,0,-,0,0
tʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,+,+,-,+,-,0,-,0,0
dʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,+,+,-,+,-,0,-,0,0
ǀˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,-,-,+,0,-,0,0
ǀʰˤ,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,-,-,+,0,-,0,0
ǀʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,-,+,+,0,-,0,0
t̪ʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,+,-,+,+,-,+,-,0,-,0,0
d̪ʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,+,+,-,+,-,0,-,0,0
ʘˤʰ,-,-,+,-,-,-,-,-,-,+,-,0,-,0,+,+,+,-,-,+,0,-,0,0
k͡pˤʰ,-,-,+,-,-,-,-,-,-,+,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ʘʰˤ,-,-,+,-,-,-,-,-,-,+,-,0,-,0,+,+,+,-,-,+,0,-,0,0
k͡pʰˤ,-,-,+,-,-,-,-,-,-,+,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ɡ͡bˤʰ,-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ɡ͡bʰˤ,-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ɡ͡b̤ˤ,-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ʘʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,0,-,0,+,+,+,-,+,+,0,-,0,0
k͡pʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,0,-,0,+,+,+,+,+,-,0,-,0,0
ɡ͡bʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,0,-,0,+,+,+,+,+,-,0,-,0,0
pʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,-,0,+,+,+,-,+,-,0,-,0,0
bʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,+,-,0,+,+,+,-,+,-,0,-,0,0
p͡tʷˤʰ,-,-,+,-,-,-,-,-,-,+,-,+,+,-,+,+,+,-,+,-,0,-,0,0
b͡dʷˤʰ,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,+,+,-,+,-,0,-,0,0
ʛ̤,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̤ː,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ɗ̤,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̤ː,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,0,+,0,0
ɓ̤,-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̤ː,-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,-,-,-,-,-,0,+,0,0
ʛ̤ˤ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,-,+,+,-,-,0,-,0,0
ɗ̤ˤ,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,0,-,0,0
ɓ̤ˤ,-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,-,+,-,-,-,0,-,0,0
ʄ̤,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ɠ̤ʲ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ʄ̤ʲ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʛ̤ʲ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ʄ̤ː,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,-,-,0,+,0,0
ɠ̤,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̤ˠ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ʄ̤ˠ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʛ̤ˠ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̤ː,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,-,-,0,+,0,0
ɠ̤ʷ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ʄ̤ʷ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,-,+,-,0,-,0,0
ʛ̤ʷ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ɗ̤ʲ,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,-,-,-,-,0,-,0,0
ɗ̤ˠ,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,-,-,-,-,0,-,0,0
ɗ̤ʷ,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,-,-,+,-,0,-,0,0
ɓ̤ʲ,-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,+,-,-,-,-,0,-,0,0
ɓ̤ˠ,-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,+,-,-,-,-,0,-,0,0
ɓ̤ʷ,-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,+,-,-,+,-,0,-,0,0
ɠ̤ˤ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ʄ̤ˤ,-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,+,-,-,-,0,-,0,0
ǁ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁ̟,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁ̠,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁ̺,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁː,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0
ǁʲ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁːʲ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0
ǁʲː,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0
ǁᶣ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁˠ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁ̴,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁːˠ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0
ǁʷˠ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʷ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʲʷ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʷː,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,+,0,0
ǁːʷ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,+,0,0
ǁ̻,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǁ̼,-,-,+,-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,+,0,-,0,0
ǁˤ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,-,0,0
ǁˤː,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,+,0,0
ǁːˤ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,+,0,0
ǁʷˤ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,+,+,0,-,0,0
ǁˀ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0
ˀǁ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʼː,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,+,0,0
ǁʼʲ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʲʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʼʷ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʷʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʷˀ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁˤʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,+,-,-,+,0,-,0,0
ǁʷˤʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,+,-,+,+,0,-,0,0
ǁʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʰː,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,+,0,0
ǁʰʲ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʲʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʰᶣ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʰˠ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʷʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʰʷ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʷˠʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʲʷʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʷʰː,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,+,0,0
ǁˤʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,-,-,+,0,-,0,0
ǁʰˤ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,-,-,+,0,-,0,0
ǁʷˤʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,-,+,+,0,-,0,0
qⁿ,-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ̃,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ʈⁿ,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖⁿ,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖ̃,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,+,0,0
tⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
dⁿ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d̃,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d̃ː,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
t̪ⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
d̪ⁿ,-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
d̪̃,-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0
d̪̃ː,-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,+,0,0
pⁿ,-,-,+,-,-,-,+,-,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
bⁿ,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b̃,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b̃ː,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0
p͡tⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0
b͡dⁿ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0
b͡d̃,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0
b͡d̃ː,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,+,0,0
ɢ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ɖ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,-,0,-,0,0
d̃ˤ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,-,0,-,0,0
d̪̃ˤ,-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,-,0,-,0,0
b̃ˤ,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0
b͡d̃ˤ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,+,-,-,-,0,-,0,0
cⁿ,-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɟⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɟ̃,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɟ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
kⁿ,-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̃,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ǂⁿ,-,-,+,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,+,0,-,0,0
ǃⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǀⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ʘⁿ,-,-,+,-,-,-,+,-,-,-,-,0,-,0,+,+,-,-,-,+,0,-,0,0
k͡pⁿ,-,-,+,-,-,-,+,-,-,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ɡ͡bⁿ,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ɡ͡b̃,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ɡ͡b̃ː,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ɡ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɟ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,-,-,-,0,-,0,0
ɡ͡b̃ˤ,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ɢ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̃ː,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ɖ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
d̰̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̰̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗⁿ,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̃ː,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
d̪̰̃,-,-,+,-,-,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
b̰̃,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̰̃,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓⁿ,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̃,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̃ː,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0
b͡d̰̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,-,-,-,0,-,0,0
ʛ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,+,+,-,-,0,-,0,0
ɗ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,+,-,-,-,0,-,0,0
ɓ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,+,-,-,-,0,-,0,0
ɟ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄ̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄ̃ː,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,+,0,0
ɡ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̃ː,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ͡b̰̃,-,-,+,-,-,-,+,-,+,-,+,0,-,0,+,+,-,+,-,-,0,-,0,0
ɠ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ʄ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,-,-,-,0,-,0,0
ǁⁿ,-,-,+,-,-,+,+,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ʈ͡ʂ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ʈ͡ʂ̟,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ʈ͡ʂ̠,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ʈ͡ʂ̺,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ɖ͡ʐ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ɖ͡ʐ̟,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ɖ͡ʐ̠,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ɖ͡ʐ̺,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0
ʈ͡ʂː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,-,-,-,0,+,0,0
ɖ͡ʐː,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,-,-,-,0,+,0,0
ʈ͡ʂ̻,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,0,0,-,-,-,0,-,0,0
ɖ͡ʐ̻,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡θ̺,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,0,0,-,-,-,0,-,0,0
t̪͡s̪̺,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,0,0,-,-,-,0,-,0,0
d̪͡z̪̺,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,0,0,-,-,-,0,-,0,0
d̪͡ð̺,-,-,+,-,+,-,-,-,+,-,-,+,+,-,-,0,0,-,-,-,0,-,0,0
t̪͡s̪,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡θ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡s̪̻,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
t̪͡θ̻,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0
